43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43
43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43
43	43	43	1	1	43	43	0	0	0	0	0	0	0	0	43	43	1	1	1	1	1	43	43	43	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	43	43	1	1	0	1	1	1	0	0	0	1	2	1	1	1	0	1	1	0	1	1	1	0	1	1	52	53	54	55	1	1	1	1	1	1	1	1	27	27	27	27	1	1	1	1	1	52	53	54	55	1	1	1	43	43
43	43	43	1	1	43	43	0	0	2	2	2	0	0	0	43	43	1	2	1	1	1	43	43	43	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	43	43	0	0	1	1	0	1	0	0	0	1	1	1	1	2	1	1	1	28	28	28	28	2	1	1	64	65	66	67	1	1	1	1	1	1	1	1	27	27	27	27	2	0	1	1	1	64	65	66	67	1	1	205	43	43
43	43	43	1	1	43	43	0	0	0	0	2	2	2	2	43	43	1	201	1	1	1	43	1	201	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	43	43	43	43	43	43	43	43	43	43	43	48	49	50	51	1	1	1	1	207	28	28	28	1	1	1	76	77	78	79	1	1	1	1	1	1	1	1	27	27	27	27	1	1	1	1	2	76	77	78	79	1	1	0	43	43
43	43	43	1	1	43	43	0	0	0	0	0	0	0	0	43	43	1	1	1	1	0	43	1	1	1	1	1	1	1	1	0	0	0	1	1	2	0	0	0	1	0	0	0	43	43	43	43	43	43	43	43	43	43	43	60	61	62	63	1	0	0	0	28	28	28	28	1	0	1	88	89	90	91	1	1	1	1	1	1	1	1	27	27	27	27	1	1	1	1	1	88	89	90	91	208	1	1	43	43
43	43	43	1	1	43	43	1	1	1	1	1	1	1	1	43	43	43	43	43	43	43	43	43	43	43	43	43	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	43	43	0	0	44	45	46	1	1	1	1	72	73	74	75	1	0	0	0	28	28	28	206	1	1	2	1	43	43	1	1	1	48	49	50	51	1	1	27	43	43	27	1	1	1	1	1	1	1	1	1	1	1	1	43	43
43	43	43	43	43	43	43	1	1	1	4	1	4	1	1	1	1	43	43	43	43	43	43	43	43	43	43	43	200	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	43	43	0	1	56	57	58	1	1	1	1	84	85	86	87	1	204	0	0	28	28	28	28	1	1	1	1	43	43	1	1	1	60	61	62	63	2	1	27	43	43	27	1	1	2	1	208	1	1	0	1	1	44	45	43	43
43	43	43	43	43	43	43	1	1	1	16	1	16	1	1	1	1	43	1	1	0	1	43	43	1	0	1	1	1	1	1	1	1	48	49	50	51	1	203	1	1	1	1	2	43	43	1	1	68	69	70	1	1	1	0	1	1	1	1	1	0	0	0	28	28	28	28	1	1	2	1	43	43	1	1	1	72	73	74	75	1	1	27	43	43	27	1	0	1	1	1	0	1	1	1	1	56	57	43	43
43	43	1	1	1	43	43	0	1	1	1	0	0	0	0	0	0	43	0	0	0	1	43	43	1	1	1	1	1	1	1	1	1	60	61	62	63	2	1	1	2	204	1	1	43	43	1	1	1	1	1	93	1	1	1	1	1	1	1	1	1	1	1	28	28	28	28	1	0	0	1	43	43	1	1	1	84	85	86	87	1	1	27	43	43	27	1	207	1	2	1	1	1	1	1	1	68	69	43	43
